zip_code,median_household_income_acs2019,derived_income_quartile
72130,37337,1
72131,56250,2
72132,54668,2
72134,55625,2
72135,70893,3
72136,53125,2
72137,43068,1
72139,20682,1
72140,56406,2
72141,32500,1
72142,54522,2
72143,44606,1
72150,56136,2
72152,19566,1
72153,41140,1
72157,49740,2
72160,47063,1
72167,48185,2
72169,27188,1
72170,34375,1
72173,57019,2
72175,32500,1
72176,57271,2
72179,40223,1
72201,61310,3
72202,40913,1
72204,37891,1
72205,49690,2
72206,37310,1
72207,77636,3
72209,37216,1
72210,54989,2
72211,64168,3
72212,103255,4
72223,96692,4
72227,73500,3
72301,33159,1
72311,24545,1
72315,41674,1
72321,53438,2
72322,20833,1
72324,50386,2
72325,39306,1
72326,41771,1
72327,35875,1
72330,42431,1
72331,35559,1
72332,15179,1
72333,28438,1
72335,35147,1
72341,35500,1
72342,24659,1
72346,24063,1
72347,41406,1
72348,34327,1
72350,30150,1
72351,30357,1
72354,36942,1
72355,50208,2
72358,23224,1
72359,33478,1
72360,23692,1
72364,64516,3
72365,24947,1
72366,32932,1
72368,46910,1
72370,31190,1
72372,39643,1
72373,23601,1
72376,45913,1
72384,25278,1
72386,51276,2
72389,43929,1
72390,25188,1
72392,36917,1
72394,32550,1
72395,61429,3
72396,49677,2
72401,42218,1
72404,61592,3
72410,33594,1
72411,40121,1
72413,39464,1
72415,42500,1
72416,53080,2
72417,46476,1
72419,43625,1
72421,25909,1
72422,37550,1
72425,38750,1
72426,51429,2
72427,20000,1
72428,60000,2
72429,47500,1
72430,31210,1
72431,31786,1
72432,44231,1
72433,34345,1
72434,33750,1
72435,42344,1
72436,51983,2
72437,47222,1
72438,35136,1
72440,65750,3
72441,2499,1
72442,53011,2
72443,46382,1
72444,35302,1
72445,50833,2
72447,41324,1
72449,33750,1
72450,46553,1
72453,40250,1
72454,37263,1
72455,39352,1
72456,35417,1
72457,42000,1
72458,62833,3
72459,32456,1
72460,21977,1
72461,40727,1
72462,27697,1
72464,28750,1
72466,32019,1
72469,40000,1
72470,39750,1
72471,40500,1
72472,41300,1
72473,41179,1
72476,39261,1
72479,49464,2
72482,28958,1
72501,44666,1
72512,31899,1
72513,33777,1
72519,41563,1
72521,40587,1
72522,47833,1
72523,30156,1
72527,93750,4
72529,38081,1
72530,37112,1
72531,39385,1
72532,35363,1
72533,34773,1
72534,65357,3
72536,40278,1
72537,53938,2
72538,32869,1
72540,44167,1
72542,36653,1
72543,47578,1
72544,26327,1
72546,34408,1
72554,37708,1
72555,48021,2
72556,45573,1
72560,38044,1
72561,55000,2
72562,36786,1
72564,31167,1
72565,45625,1
72566,23393,1
72567,24464,1
72568,39643,1
72569,71563,3
72571,44815,1
72572,43750,1
72573,81607,3
72576,30683,1
72577,58125,2
72579,44063,1
72581,34773,1
72583,34458,1
72584,53315,2
72587,76071,3
72601,45874,1
72611,49044,2
72616,49245,2
72617,38365,1
72619,40313,1
72623,50563,2
72624,47008,1
72626,38750,1
72628,49063,2
72629,27778,1
72630,36771,1
72631,43225,1
72632,43402,1
72633,45956,1
72634,40288,1
72635,40142,1
72638,44628,1
72639,45833,1
72640,34091,1
72641,31033,1
72642,47218,1
72644,34485,1
72645,32297,1
72648,70179,3
72650,34931,1
72651,56205,2
72653,42492,1
72655,37656,1
72658,37500,1
72661,32802,1
72662,45748,1
72666,11613,1
72668,60568,2
72672,19000,1
72675,38056,1
72677,28250,1
72680,55581,2
72683,47083,1
72685,36033,1
72686,43625,1
72687,34149,1
72701,38031,1
72703,47670,1
72704,61829,3
72712,83601,4
72714,68689,3
72715,64901,3
72717,54094,2
72718,132230,4
72719,73052,3
72721,57885,2
72722,50852,2
72727,58902,2
72729,25125,1
72730,55874,2
72732,64671,3
72734,59500,2
72736,55475,2
72738,62000,3
72739,58320,2
72740,45299,1
72742,42629,1
72744,43892,1
72745,67318,3
72747,46932,1
72751,58520,2
72753,65444,3
72756,52379,2
72758,73405,3
72760,53750,2
72761,51039,2
72762,60662,2
72764,46865,1
72768,48750,2
72769,51154,2
72773,52096,2
72774,56667,2
72776,33721,1
72801,33761,1
72802,54135,2
72821,39047,1
72823,42314,1
72824,49063,2
72826,59000,2
72830,38985,1
72832,37202,1
72833,43997,1
72834,45500,1
72835,33388,1
72837,42486,1
72839,54457,2
72840,31010,1
72841,24042,1
72842,41923,1
72843,44778,1
72845,49167,2
72846,40615,1
72847,40850,1
72851,53750,2
72853,38913,1
72854,27619,1
72855,39114,1
72856,47727,1
72857,55000,2
72858,44667,1
72860,43276,1
72863,48125,2
72865,49350,2
72901,36528,1
72903,46706,1
72904,32311,1
72908,51941,2
72916,72561,3
72921,50995,2
72923,47755,1
72926,26622,1
72927,39636,1
72928,50441,2
72932,38264,1
72933,53163,2
72934,25847,1
72935,31563,1
72936,59674,2
72937,45000,1
72938,52587,2
72940,64180,3
72941,53152,2
72943,42432,1
72944,50208,2
72945,34688,1
72946,49190,2
72947,41849,1
72948,22679,1
72949,32875,1
72950,62083,3
72951,36207,1
72952,47589,1
72955,36422,1
72956,47229,1
72958,34340,1
72959,37295,1
73002,54063,2
73003,66540,3
73004,68750,3
73005,45083,1
73006,46818,1
73007,104265,4
73008,50957,2
73009,53021,2
73010,73269,3
73011,50341,2
73012,100227,4
73013,87173,4
73014,63657,3
73015,32724,1
73016,81875,3
73017,43816,1
73018,47174,1
73020,81149,3
73021,71500,3
73024,65521,3
73025,129464,4
73026,78520,3
73027,46339,1
73028,50104,2
73029,51761,2
73030,51992,2
73032,49250,2
73033,41250,1
73034,88264,4
73036,51519,2
73038,42772,1
73040,45278,1
73041,68462,3
73042,51250,2
73043,29091,1
73044,57739,2
73045,61540,3
73047,48824,2
73048,62581,3
73049,64097,3
73051,51250,2
73052,51250,2
73053,44167,1
73054,60417,2
73055,53865,2
73056,78438,3
73057,47552,1
73059,59321,2
73061,67566,3
73062,36932,1
73063,53125,2
73064,76958,3
73065,79357,3
73066,51000,2
73067,65368,3
73068,61326,3
73069,47615,1
73071,50826,2
73072,67094,3
73073,57750,2
73074,45069,1
73075,45707,1
73077,55668,2
73078,86009,4
73079,53750,2
73080,62011,3
73082,49878,2
73084,38255,1
73086,51817,2
73089,83157,4
73090,72917,3
73092,43269,1
73093,71080,3
73095,53095,2
73096,50945,2
73098,49306,2
73099,74392,3
73102,53178,2
73103,52416,2
73104,60052,2
73105,42050,1
73106,39527,1
73107,45430,1
73108,29483,1
73109,34025,1
73110,43059,1
73111,30517,1
73112,49122,2
73114,36337,1
73115,46254,1
73116,78490,3
73117,26215,1
73118,56510,2
73119,34970,1
73120,53360,2
73121,61250,3
73122,48306,2
73127,39069,1
73128,68654,3
73129,32507,1
73130,60766,2
73131,82756,4
73132,53152,2
73134,52949,2
73135,61455,3
73139,44909,1
73141,41890,1
73142,76748,3
73145,61964,3
73149,37401,1
73150,84856,4
73151,169750,4
73159,51137,2
73160,65528,3
73162,75316,3
73165,91295,4
73169,66400,3
73170,83903,4
73173,116343,4
73179,90071,4
73401,52528,2
73430,68375,3
73432,53676,2
73433,53987,2
73434,42708,1
73437,42031,1
73438,45848,1
73439,45644,1
73440,48068,2
73441,30833,1
73442,62292,3
73443,51467,2
73446,45774,1
73447,49583,2
73448,47469,1
73449,48309,2
73450,47045,1
73453,62500,3
73455,32813,1
73456,39485,1
73458,49125,2
73459,44524,1
73460,34206,1
73461,39688,1
73463,55042,2
73481,41071,1
73487,22500,1
73491,52679,2
73501,38517,1
73503,47629,1
73505,53625,2
73507,52190,2
73520,49167,2
73521,48720,2
73526,61140,3
73527,75735,3
73528,57273,2
73529,44700,1
73530,36154,1
73531,54750,2
73532,56667,2
73533,46868,1
73537,41094,1
73538,73409,3
73539,54583,2
73540,50625,2
73541,55859,2
73542,42722,1
73543,47596,1
73544,38333,1
73546,42544,1
73547,43155,1
73548,23306,1
73549,51667,2
73550,47986,1
73551,36042,1
73552,72619,3
73553,136250,4
73554,40147,1
73555,38333,1
73556,39688,1
73557,71875,3
73559,36923,1
73560,49871,2
73562,72321,3
73564,44821,1
73565,32589,1
73566,38221,1
73567,43424,1
73568,35417,1
73569,40625,1
73570,42143,1
73572,50787,2
73573,42674,1
73601,48034,2
73620,57321,2
73622,37750,1
73624,52159,2
73625,63152,3
73626,52583,2
73627,34423,1
73628,62569,3
73632,47083,1
73638,46875,1
73639,36250,1
73641,43906,1
73642,52000,2
73644,53709,2
73645,45705,1
73646,65313,3
73647,71354,3
73650,40227,1
73651,32938,1
73654,82614,4
73655,48490,2
73658,45750,1
73659,63438,3
73660,32132,1
73661,58542,2
73662,48994,2
73663,51638,2
73664,56354,2
73666,68500,3
73667,57650,2
73669,48438,2
73673,42917,1
73701,43115,1
73703,62761,3
73716,59141,2
73717,54583,2
73718,56429,2
73719,79167,3
73720,60625,2
73722,89196,4
73724,50052,2
73726,55375,2
73728,61115,3
73729,54615,2
73730,53125,2
73731,68750,3
73733,57000,2
73734,56094,2
73735,75357,3
73736,74028,3
73737,49867,2
73738,45368,1
73739,68958,3
73741,66250,3
73742,49514,2
73743,78250,3
73747,58370,2
73749,58056,2
73750,58750,2
73753,65179,3
73754,55250,2
73755,35875,1
73756,61000,3
73757,121406,4
73759,47639,1
73760,54615,2
73761,63929,3
73762,62788,3
73763,48311,2
73764,63000,3
73766,62206,3
73768,58947,2
73771,42813,1
73772,43886,1
73773,54792,2
73801,59349,2
73832,64531,3
73834,47500,1
73835,48214,2
73838,56389,2
73840,47188,1
73841,44091,1
73842,66667,3
73843,50357,2
73844,41944,1
73848,49250,2
73851,49500,2
73852,62250,3
73853,80125,3
73857,76833,3
73858,55625,2
73859,45875,1
73860,47708,1
73901,63125,3
73931,60000,2
73932,52431,2
73933,45250,1
73937,49250,2
73938,50909,2
73939,43068,1
73942,53555,2
73944,44107,1
73945,54135,2
73946,24375,1
73947,43750,1
73949,48482,2
73950,55000,2
73951,50833,2
74001,38750,1
74002,54141,2
74003,39668,1
74006,66323,3
74008,80632,3
74010,44116,1
74011,80102,3
74012,69743,3
74014,79742,3
74015,58365,2
74016,51156,2
74017,55712,2
74019,69038,3
74020,51063,2
74021,74030,3
74022,54135,2
74023,44598,1
74026,45000,1
74027,42656,1
74028,47386,1
74029,46045,1
74030,36012,1
74032,53967,2
74033,66170,3
74034,22813,1
74035,39844,1
74036,59430,2
74037,88351,4
74038,51875,2
74039,53333,2
74041,66711,3
74042,31667,1
74044,50484,2
74045,58000,2
74046,55357,2
74047,59731,2
74048,40547,1
74050,37750,1
74051,58917,2
74052,31354,1
74053,71576,3
74054,43977,1
74055,76938,3
74056,39133,1
74058,44306,1
74059,47550,1
74060,40278,1
74061,54688,2
74062,54605,2
74063,58384,2
74066,56881,2
74070,57521,2
74071,35481,1
74072,50606,2
74073,56739,2
74074,46511,1
74075,36291,1
74079,50857,2
74080,76466,3
74081,47500,1
74082,52500,2
74083,49750,2
74084,40000,1
74085,35037,1
74103,91932,4
74104,43795,1
74105,54501,2
74106,27368,1
74107,43330,1
74108,43125,1
74110,28027,1
74112,45010,1
74114,73432,3
74115,34603,1
74116,40125,1
74119,40258,1
74120,43922,1
74126,30597,1
74127,41486,1
74128,44035,1
74129,44316,1
74130,40096,1
74131,53594,2
74132,66925,3
74133,62925,3
74134,50206,2
74135,53200,2
74136,44786,1
74137,95255,4
74145,49911,2
74146,35483,1
74301,43683,1
74330,59321,2
74331,44951,1
74332,53714,2
74333,41544,1
74337,48780,2
74338,42151,1
74339,33036,1
74340,37500,1
74342,31078,1
74343,41591,1
74344,43347,1
74346,38111,1
74347,39302,1
74349,28438,1
74350,31518,1
74352,39946,1
74354,40696,1
74358,38542,1
74359,34167,1
74360,47917,1
74361,54211,2
74363,44893,1
74364,40100,1
74365,45707,1
74366,38625,1
74367,42031,1
74368,31563,1
74369,49100,2
74370,41028,1
74401,34657,1
74403,44646,1
74421,54358,2
74422,54432,2
74423,49000,2
74425,53125,2
74426,39038,1
74427,54258,2
74428,52614,2
74429,62612,3
74430,49844,2
74431,38583,1
74432,41812,1
74434,57679,2
74435,49226,2
74436,54909,2
74437,38005,1
74438,61000,3
74441,41922,1
74442,45875,1
74445,54798,2
74446,43833,1
74447,35104,1
74450,53648,2
74451,54583,2
74452,42917,1
74454,56279,2
74455,38205,1
74456,41429,1
74457,54333,2
74458,41875,1
74460,29063,1
74462,40665,1
74463,31875,1
74464,40878,1
74467,42514,1
74468,38750,1
74469,34010,1
74470,39327,1
74471,39116,1
74472,45208,1
74501,47271,1
74521,39583,1
74522,44677,1
74523,35849,1
74525,38516,1
74528,37188,1
74530,40833,1
74531,39405,1
74533,38571,1
74534,33571,1
74535,17708,1
74536,39464,1
74538,40259,1
74540,33750,1
74543,64625,3
74546,36429,1
74547,47169,1
74549,29531,1
74552,40809,1
74553,43625,1
74554,45938,1
74555,38864,1
74556,53500,2
74557,47750,1
74558,33571,1
74560,45750,1
74561,44375,1
74562,44250,1
74563,48700,2
74565,58269,2
74567,37083,1
74569,41442,1
74570,48750,2
74571,39811,1
74572,37083,1
74574,38125,1
74578,42633,1
74601,41246,1
74604,61221,3
74630,34896,1
74631,43783,1
74632,62813,3
74633,46250,1
74636,65625,3
74637,36080,1
74640,49464,2
74641,51625,2
74643,64500,3
74644,53750,2
74647,46424,1
74650,34605,1
74651,51701,2
74652,43409,1
74653,47442,1
74701,42889,1
74720,37625,1
74722,50417,2
74723,33548,1
74724,37500,1
74726,41827,1
74727,32426,1
74728,40039,1
74729,51493,2
74730,47731,1
74731,38241,1
74733,51058,2
74734,49167,2
74735,48403,2
74736,33625,1
74738,31094,1
74740,37674,1
74741,68824,3
74743,31337,1
74745,34677,1
74747,16771,1
74748,48125,2
74750,27679,1
74754,35217,1
74755,33625,1
74756,33333,1
74759,43158,1
74761,13333,1
74764,39036,1
74766,35192,1
74801,41803,1
74804,49673,2
74820,49444,2
74824,44583,1
74825,43882,1
74826,40000,1
74827,41250,1
74829,27969,1
74830,38750,1
74831,40536,1
74832,46094,1
74833,44063,1
74834,54643,2
74837,29375,1
74839,35469,1
74840,51250,2
74842,44000,1
74843,67917,3
74844,75417,3
74845,34792,1
74848,39021,1
74849,38221,1
74850,51250,2
74851,61622,3
74852,54125,2
74854,48359,2
74855,48283,2
74856,62083,3
74857,66044,3
74859,37012,1
74860,46735,1
74864,54435,2
74865,57763,2
74867,41607,1
74868,40717,1
74869,52100,2
74871,57037,2
74872,44954,1
74873,51578,2
74875,47560,1
74878,47250,1
74880,35329,1
74881,48199,2
74883,40347,1
74884,36424,1
74901,27708,1
74902,45664,1
74930,40982,1
74931,39150,1
74932,39453,1
74935,36250,1
74936,47500,1
74937,36422,1
74939,40500,1
74940,45846,1
74941,47895,1
74942,35536,1
74943,34821,1
74944,36146,1
74945,37778,1
74946,19375,1
74948,41891,1
74949,27045,1
74951,31923,1
74953,43794,1
74954,37550,1
74955,39088,1
74956,38672,1
74957,38000,1
74959,43004,1
74960,33956,1
74962,39496,1
74963,38750,1
74964,39531,1
74965,34273,1
74966,47849,1
75001,72512,3
75002,101429,4
75006,64462,3
75007,86648,4
75009,111146,4
75010,85946,4
75013,130509,4
75019,118740,4
75020,50081,2
75021,45941,1
75022,162351,4
75023,90193,4
75024,102524,4
75025,118505,4
75028,127931,4
75032,109080,4
75034,117707,4
75035,134636,4
75038,61692,3
75039,92224,4
75040,63924,3
75041,50395,2
75042,50549,2
75043,63331,3
75044,69254,3
75048,102096,4
75050,58567,2
75051,42922,1
75052,78660,3
75054,133802,4
75056,89252,4
75057,57216,2
75058,98750,4
75060,57907,2
75061,49400,2
75062,55392,2
75063,96053,4
75065,75266,3
75067,63939,3
75068,104692,4
75069,58106,2
75070,102650,4
75071,103982,4
75074,70680,3
75075,80603,3
75076,53267,2
75077,108687,4
75078,151066,4
75080,77736,3
75081,77174,3
75082,118929,4
75087,103423,4
75088,93703,4
75089,107111,4
75090,42130,1
75092,56855,2
75093,112930,4
75094,125990,4
75098,94641,4
75101,47143,1
75102,53929,2
75103,61083,3
75104,73171,3
75105,42212,1
75109,58813,2
75110,44906,1
75114,75673,3
75115,72084,3
75116,45827,1
75117,54877,2
75119,60229,2
75124,54432,2
75125,63927,3
75126,99729,4
75127,44722,1
75132,76765,3
75134,54140,2
75135,78580,3
75137,65291,3
75140,48031,2
75141,35707,1
75142,55700,2
75143,50390,2
75144,44219,1
75146,60701,2
75147,43154,1
75148,36648,1
75149,50648,2
75150,54440,2
75152,67460,3
75153,54038,2
75154,78699,3
75155,53698,2
75156,47857,1
75157,40500,1
75158,63750,3
75159,55712,2
75160,54596,2
75161,58125,2
75163,40806,1
75164,48656,2
75165,69827,3
75166,93047,4
75167,104907,4
75169,47674,1
75172,44891,1
75173,79150,3
75180,50278,2
75181,88149,4
75182,136118,4
75189,90694,4
75201,97104,4
75202,79766,3
75203,39285,1
75204,81529,3
75205,156636,4
75206,71135,3
75207,87480,4
75208,63277,3
75209,95112,4
75210,28269,1
75211,44893,1
75212,36212,1
75214,89719,4
75215,30865,1
75216,27288,1
75217,40475,1
75218,83851,4
75219,72559,3
75220,47111,1
75223,50286,2
75224,42663,1
75225,161296,4
75226,49115,2
75227,43890,1
75228,42243,1
75229,100144,4
75230,91596,4
75231,41806,1
75232,40103,1
75233,51062,2
75234,71118,3
75235,48603,2
75236,43279,1
75237,27970,1
75238,70593,3
75240,51569,2
75241,32313,1
75243,41786,1
75244,95711,4
75246,24803,1
75247,18568,1
75248,86938,4
75249,64246,3
75251,69028,3
75252,63053,3
75253,48174,2
75254,54122,2
75287,52150,2
75401,36727,1
75402,65972,3
75407,66110,3
75409,90540,4
75410,65662,3
75411,77174,3
75412,44135,1
75414,64500,3
75415,100083,4
75416,51771,2
75417,47045,1
75418,48850,2
75420,58750,2
75421,53929,2
75422,55332,2
75423,63107,3
75424,65893,3
75426,34790,1
75428,35407,1
75431,51875,2
75432,49107,2
75433,56042,2
75435,37059,1
75436,50909,2
75437,63333,3
75438,68393,3
75439,61000,3
75440,49979,2
75441,50964,2
75442,73405,3
75446,40057,1
75447,79792,3
75448,37568,1
75449,43125,1
75450,31771,1
75451,39292,1
75452,57500,2
75453,59587,2
75454,108889,4
75455,50170,2
75457,51395,2
75459,67554,3
75460,33704,1
75462,60422,2
75468,54458,2
75469,46500,1
75470,63319,3
75471,80278,3
75472,48011,2
75473,61667,3
75474,53468,2
75475,31250,1
75476,63688,3
75477,45556,1
75478,50313,2
75479,53185,2
75480,50833,2
75481,51029,2
75482,51311,2
75486,61269,3
75487,54355,2
75488,58359,2
75489,55147,2
75490,80172,3
75491,78319,3
75492,57125,2
75493,42891,1
75494,52733,2
75495,81804,3
75496,72944,3
75497,57549,2
75501,37983,1
75503,66706,3
75550,32381,1
75551,52546,2
75554,54750,2
75555,43433,1
75556,43000,1
75558,52292,2
75559,47917,1
75560,35000,1
75561,44415,1
75562,39271,1
75563,41346,1
75565,45486,1
75566,36429,1
75567,56303,2
75568,38825,1
75569,36382,1
75570,54194,2
75571,50375,2
75572,48750,2
75573,88380,4
75574,57297,2
75601,44725,1
75602,42530,1
75603,48565,2
75604,50729,2
75605,62132,3
75630,32429,1
75631,60144,2
75633,54789,2
75638,39960,1
75639,29891,1
75640,56923,2
75641,46607,1
75643,55563,2
75644,48548,2
75645,56924,2
75647,47850,1
75650,62582,3
75651,49707,2
75652,53253,2
75654,55050,2
75656,40576,1
75657,38518,1
75661,53596,2
75662,58471,2
75667,41208,1
75668,37500,1
75669,70035,3
75670,36208,1
75672,58175,2
75681,44964,1
75682,77344,3
75683,39602,1
75684,52599,2
75686,49167,2
75691,63160,3
75692,58155,2
75693,64216,3
75701,47543,1
75702,37345,1
75703,62544,3
75704,39959,1
75705,40065,1
75706,49982,2
75707,74077,3
75708,43056,1
75709,62682,3
75750,64250,3
75751,45423,1
75752,55328,2
75754,57000,2
75755,43767,1
75756,59375,2
75757,69628,3
75758,50807,2
75760,49306,2
75762,71725,3
75763,58551,2
75764,61875,3
75765,48306,2
75766,46892,1
75770,62988,3
75771,69199,3
75773,52254,2
75778,39028,1
75780,46429,1
75783,55039,2
75784,44188,1
75785,47743,1
75789,56036,2
75790,59250,2
75791,74886,3
75792,47946,1
75801,38674,1
75803,44183,1
75831,43292,1
75833,48098,2
75835,33292,1
75838,41583,1
75839,44856,1
75840,55000,2
75844,40890,1
75845,48880,2
75846,36903,1
75847,38011,1
75848,48125,2
75849,28125,1
75850,47321,1
75851,51780,2
75852,51250,2
75853,36034,1
75855,40529,1
75856,180727,4
75859,43885,1
75860,57208,2
75861,60000,2
75862,39466,1
75901,50813,2
75904,54306,2
75925,39461,1
75926,39868,1
75929,62885,3
75930,29569,1
75931,46393,1
75932,48952,2
75933,43565,1
75934,84886,4
75935,43479,1
75936,52500,2
75937,37875,1
75938,42083,1
75939,45909,1
75941,47500,1
75943,45521,1
75944,42407,1
75946,41250,1
75948,33670,1
75949,34555,1
75951,40069,1
75954,42813,1
75956,42500,1
75959,51165,2
75961,37092,1
75964,44857,1
75965,48597,2
75966,39375,1
75968,28138,1
75969,56250,2
75972,40171,1
75973,46703,1
75974,37809,1
75975,44228,1
75976,29958,1
75977,19643,1
75978,76310,3
75979,39063,1
75980,38365,1
76001,88135,4
76002,89512,4
76006,48116,2
76008,133297,4
76009,59978,2
76010,39073,1
76011,40102,1
76012,65022,3
76013,55166,2
76014,52588,2
76015,57274,2
76016,82490,4
76017,75525,3
76018,67962,3
76020,67674,3
76021,74148,3
76022,61129,3
76023,67452,3
76028,80435,3
76031,57366,2
76033,55938,2
76034,163315,4
76035,108274,4
76036,76355,3
76039,70748,3
76040,56997,2
76041,133629,4
76043,58144,2
76044,69067,3
76048,54429,2
76049,76113,3
76050,70234,3
76051,91131,4
76052,115397,4
76053,55711,2
76054,100988,4
76055,55208,2
76058,55973,2
76059,44179,1
76060,78500,3
76063,97533,4
76064,62969,3
76065,96483,4
76066,46862,1
76067,46238,1
76070,100972,4
76071,62865,3
76073,71286,3
76077,25833,1
76078,70323,3
76082,65080,3
76084,66205,3
76085,74819,3
76086,59098,2
76087,90780,4
76088,76432,3
76092,240507,4
76093,51316,2
76102,72560,3
76103,41972,1
76104,31450,1
76105,32296,1
76106,40148,1
76107,66259,3
76108,68860,3
76109,82640,4
76110,51665,2
76111,48989,2
76112,45308,1
76114,53689,2
76115,38929,1
76116,51068,2
76117,49353,2
76118,69848,3
76119,37130,1
76120,54012,2
76123,85710,4
76126,92827,4
76127,87833,4
76131,85312,4
76132,56655,2
76133,57710,2
76134,49493,2
76135,63672,3
76137,76877,3
76140,52119,2
76148,72572,3
76155,57912,2
76164,35984,1
76177,94352,4
76179,92742,4
76180,59140,2
76182,91998,4
76201,33035,1
76205,53949,2
76207,68255,3
76208,83358,4
76209,54438,2
76210,95499,4
76225,64545,3
76226,138467,4
76227,94235,4
76228,58542,2
76230,53490,2
76233,69107,3
76234,66409,3
76238,63333,3
76239,70739,3
76240,53045,2
76244,105182,4
76245,41406,1
76247,90971,4
76248,138519,4
76249,75139,3
76250,102917,4
76251,54091,2
76252,79737,3
76253,55313,2
76255,42543,1
76258,65492,3
76259,82875,4
76261,56250,2
76262,121352,4
76264,68616,3
76265,45417,1
76266,73554,3
76268,42917,1
76270,69554,3
76271,75714,3
76272,67270,3
76273,65721,3
76301,29024,1
76302,45596,1
76305,64257,3
76306,45885,1
76308,53734,2
76309,48246,2
76310,67068,3
76311,65272,3
76351,47333,1
76354,50630,2
76357,51172,2
76360,36364,1
76363,61563,3
76364,50417,2
76365,49698,2
76366,51932,2
76367,63026,3
76370,58750,2
76371,49922,2
76372,46806,1
76373,34861,1
76374,48214,2
76377,36029,1
76379,61250,3
76380,41127,1
76384,44800,1
76388,48047,2
76389,74432,3
76401,52058,2
76424,44976,1
76426,51845,2
76427,50341,2
76430,45268,1
76431,51707,2
76432,43781,1
76433,72946,3
76435,38125,1
76436,76250,3
76437,45536,1
76442,55531,2
76443,35743,1
76444,45054,1
76445,28320,1
76446,51563,2
76448,36250,1
76449,59796,2
76450,54873,2
76452,75000,3
76453,61583,3
76454,35583,1
76455,53917,2
76457,39854,1
76458,49276,2
76459,91250,4
76460,75221,3
76462,81047,3
76463,37500,1
76464,51667,2
76469,34583,1
76470,32500,1
76471,37833,1
76472,58591,2
76474,63125,3
76475,41667,1
76476,68333,3
76481,26141,1
76483,38698,1
76484,58571,2
76486,53654,2
76487,67574,3
76490,31563,1
76501,46280,1
76502,71393,3
76504,42340,1
76511,41445,1
76513,67124,3
76518,48491,2
76519,48508,2
76520,40771,1
76522,53547,2
76524,63770,3
76525,55625,2
76527,54940,2
76528,51744,2
76530,55938,2
76531,54740,2
76534,60200,2
76537,79773,3
76538,82500,4
76539,66736,3
76541,31167,1
76542,62751,3
76543,41081,1
76544,45179,1
76548,74436,3
76549,52933,2
76550,54423,2
76554,57679,2
76556,52917,2
76557,64261,3
76559,55000,2
76561,68571,3
76565,38173,1
76566,61875,3
76567,51484,2
76569,66111,3
76570,46250,1
76571,85194,4
76574,54060,2
76577,60944,2
76578,70406,3
76579,63140,3
76621,77125,3
76622,58988,2
76623,66750,3
76624,73405,3
76626,56985,2
76627,62344,3
76628,28125,1
76629,42847,1
76630,77564,3
76631,70781,3
76632,44643,1
76633,94620,4
76634,55923,2
76635,38947,1
76636,58889,2
76637,50221,2
76638,80833,3
76639,43125,1
76640,41479,1
76641,40357,1
76642,45761,1
76643,72077,3
76645,48095,2
76648,53575,2
76649,46442,1
76650,54643,2
76651,56607,2
76652,45216,1
76653,52917,2
76654,27917,1
76655,97760,4
76656,57292,2
76657,80525,3
76660,50568,2
76661,24970,1
76664,46406,1
76665,49375,2
76666,51528,2
76667,44241,1
76670,47059,1
76671,48427,2
76673,47717,1
76676,52778,2
76678,40326,1
76679,56354,2
76681,40556,1
76682,59609,2
76685,53824,2
76686,37500,1
76687,46220,1
76689,56741,2
76690,38036,1
76691,63881,3
76692,51409,2
76693,37500,1
76701,34500,1
76704,21398,1
76705,44338,1
76706,34070,1
76707,29235,1
76708,51432,2
76710,44983,1
76711,46926,1
76712,71929,3
76801,46388,1
76802,60250,2
76820,155714,4
76821,44643,1
76823,48807,2
76825,48017,2
76827,55313,2
76828,75313,3
76832,37000,1
76834,45706,1
76837,34844,1
76842,41579,1
76844,51000,2
76845,66563,3
76848,35125,1
76849,43231,1
76852,56607,2
76853,57963,2
76854,27019,1
76856,40170,1
76857,43261,1
76858,34306,1
76859,36059,1
76861,65313,3
76862,63833,3
76864,37543,1
76866,73750,3
76869,30875,1
76870,56875,2
76871,55417,2
76872,56875,2
76873,58098,2
76875,45375,1
76877,44268,1
76878,51802,2
76882,34875,1
76884,46719,1
76890,63542,3
76901,57406,2
76903,37455,1
76904,66454,3
76905,59042,2
76930,61250,3
76932,74342,3
76933,48548,2
76934,52813,2
76935,77829,3
76936,53229,2
76941,43594,1
76943,45568,1
76945,42895,1
76950,54271,2
76951,59868,2
76955,94107,4
77002,71369,3
77003,72295,3
77004,51309,2
77005,192380,4
77006,85956,4
77007,125653,4
77008,108644,4
77009,56316,2
77010,250001,4
77011,31314,1
77012,39489,1
77013,38665,1
77014,50938,2
77015,47371,1
77016,36335,1
77017,49994,2
77018,90422,4
77019,116207,4
77020,32207,1
77021,37913,1
77022,31183,1
77023,41583,1
77024,123274,4
77025,76772,3
77026,28678,1
77027,98463,4
77028,29014,1
77029,38183,1
77030,90075,4
77031,48029,2
77032,32473,1
77033,38162,1
77034,51608,2
77035,44382,1
77036,30952,1
77037,43180,1
77038,41052,1
77039,36769,1
77040,59453,2
77041,87489,4
77042,49726,2
77043,64810,3
77044,80503,3
77045,57843,2
77046,87891,4
77047,67725,3
77048,41300,1
77049,62994,3
77050,48500,2
77051,30646,1
77053,50368,2
77054,50827,2
77055,55591,2
77056,108359,4
77057,62644,3
